City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Siquijor,PH,2022-07-22 17:21:02,9.2142,123.515,82.38,74,100,2.04
295,Mnogovershinnyy,RU,2022-07-22 17:21:03,53.9353,139.9242,48.88,77,85,4.34
296,Mandera,KE,2022-07-22 17:21:03,3.9366,41.867,83.12,41,70,12.77
297,Marion,US,2022-07-22 17:21:03,39.7684,-86.1555,89.92,45,40,6.91
298,Concordia,AR,2022-07-22 17:21:04,-31.393,-58.0209,71.78,83,40,8.05
299,Dikson,RU,2022-07-22 17:21:04,73.5069,80.5464,53.29,73,100,10.83
300,Sharlyk,RU,2022-07-22 17:21:05,52.9167,54.75,67.96,69,89,9.93
301,Maniitsoq,GL,2022-07-22 17:18:09,65.4167,-52.9,44.96,89,96,5.5
302,Najran,SA,2022-07-22 17:21:05,17.4924,44.1277,95.65,18,38,8.97
303,Port Lincoln,AU,2022-07-22 17:21:06,-34.7333,135.8667,53.04,65,86,6.04
304,Zaysan,KZ,2022-07-22 17:21:06,47.4667,84.8667,65.66,72,97,5.68
305,Spas-Klepiki,RU,2022-07-22 17:21:07,55.1347,40.1767,65.89,78,49,4.29
306,Yunyang,CN,2022-07-22 17:21:07,33.4474,112.7142,70.66,94,100,1.83
307,Whitehorse,CA,2022-07-22 17:21:08,60.7161,-135.0538,54.1,62,80,13.0
308,Oban,GB,2022-07-22 17:21:08,56.4127,-5.4706,66.38,90,99,4.27
309,Longyearbyen,SJ,2022-07-22 17:21:08,78.2186,15.6401,51.64,76,75,5.75
310,Ust-Tsilma,RU,2022-07-22 17:21:09,65.441,52.1498,60.08,43,55,4.68
311,Pilar,BR,2022-07-22 17:16:57,-9.5972,-35.9567,78.73,88,98,8.25
312,Neiafu,TO,2022-07-22 17:21:10,-18.65,-173.9833,65.08,100,20,0.0
313,Hienghene,NC,2022-07-22 17:21:10,-20.6833,164.9333,74.3,91,77,8.1
314,Paita,PE,2022-07-22 17:21:11,-5.0892,-81.1144,68.68,72,4,10.22
315,Yanam,IN,2022-07-22 17:21:11,16.7333,82.2167,79.5,82,100,7.72
316,Taksimo,RU,2022-07-22 17:21:11,56.3444,114.8794,65.41,88,97,0.81
317,Wanlaweyn,SO,2022-07-22 17:21:12,2.6185,44.8938,75.0,75,44,17.98
318,Hamilton,US,2022-07-22 17:21:12,39.1834,-84.5333,91.65,60,20,18.41
319,Paros,GR,2022-07-22 17:21:13,37.0833,25.15,85.59,41,0,17.27
320,Ust-Kulom,RU,2022-07-22 17:21:13,61.6864,53.6902,63.55,60,94,3.67
321,Catuday,PH,2022-07-22 17:21:13,16.2923,119.8062,82.33,75,3,2.62
322,Severnoye,RU,2022-07-22 17:21:14,56.3491,78.3619,53.71,94,19,7.29
323,Itacoatiara,BR,2022-07-22 17:21:14,-3.1431,-58.4442,92.59,47,53,2.01
324,Sambava,MG,2022-07-22 17:21:15,-14.2667,50.1667,69.85,84,12,12.57
325,Ndioum,SN,2022-07-22 17:21:15,16.5129,-14.6471,89.49,54,98,14.25
326,Kizukuri,JP,2022-07-22 17:22:16,40.8061,140.3861,68.11,99,100,4.07
327,Cherskiy,RU,2022-07-22 17:22:16,68.75,161.3,33.94,87,24,5.48
328,Oyama,JP,2022-07-22 17:22:17,36.3,139.8,84.58,94,75,4.81
329,Richards Bay,ZA,2022-07-22 17:22:17,-28.783,32.0377,68.07,78,0,12.15
330,Arona,ES,2022-07-22 17:22:18,28.0996,-16.681,80.98,61,0,27.63
331,Bijar,IR,2022-07-22 17:22:18,35.8668,47.6051,77.05,14,0,14.52
332,Krasnaya Zarya,RU,2022-07-22 17:22:18,52.7825,37.6806,60.58,89,59,9.51
333,Athabasca,CA,2022-07-22 17:22:19,54.7169,-113.2854,62.22,61,30,8.57
334,Bukama,CD,2022-07-22 17:22:19,-9.2,25.85,81.0,29,55,4.59
335,Novaya Ladoga,RU,2022-07-22 17:22:20,60.1025,32.3019,72.0,63,21,5.68
336,Ayan,RU,2022-07-22 17:22:20,56.45,138.1667,56.95,91,67,5.77
337,Gustavo Diaz Ordaz,MX,2022-07-22 17:22:21,26.2333,-98.5833,96.69,56,12,15.19
338,Namibe,AO,2022-07-22 17:22:21,-15.1961,12.1522,64.08,84,13,8.66
339,Zhangye,CN,2022-07-22 17:22:22,38.9342,100.4517,73.27,29,3,6.93
340,Olavarria,AR,2022-07-22 17:22:22,-36.8927,-60.3225,57.02,50,100,5.1
341,Deputatskiy,RU,2022-07-22 17:22:23,69.3,139.9,45.19,71,71,3.36
342,Hermiston,US,2022-07-22 17:20:51,45.8404,-119.2895,82.81,46,0,19.57
343,Shimoda,JP,2022-07-22 17:22:23,34.6667,138.95,78.1,86,0,15.93
344,Kaitangata,NZ,2022-07-22 17:22:24,-46.2817,169.8464,38.68,92,84,4.68
345,Barra Do Garcas,BR,2022-07-22 17:22:24,-15.89,-52.2567,91.98,31,0,6.91
346,Boa Vista,BR,2022-07-22 17:22:25,2.8197,-60.6733,85.98,70,40,9.22
347,Moranbah,AU,2022-07-22 17:22:05,-22.0016,148.0466,54.16,83,1,8.88
348,Victoria,HK,2022-07-22 17:17:35,22.2855,114.1577,89.19,82,3,10.0
349,Balabac,PH,2022-07-22 17:22:26,7.9868,117.0645,80.76,82,91,3.09
350,Narasannapeta,IN,2022-07-22 17:22:26,18.4167,84.05,81.77,84,100,2.82
351,Wawa,NG,2022-07-22 17:22:27,9.9022,4.4192,82.33,70,87,2.33
352,Paamiut,GL,2022-07-22 17:22:28,61.994,-49.6678,47.16,80,7,5.66
353,Arraial Do Cabo,BR,2022-07-22 17:22:29,-22.9661,-42.0278,80.56,73,0,14.97
354,Kyra,RU,2022-07-22 17:22:29,49.5776,111.9753,58.14,91,100,1.45
355,Xuddur,SO,2022-07-22 17:21:37,4.1213,43.8894,76.53,59,99,20.83
356,Ridgecrest,US,2022-07-22 17:18:03,35.6225,-117.6709,97.68,13,0,4.61
357,Novokayakent,RU,2022-07-22 17:22:30,42.3937,47.9861,73.58,70,19,10.47
358,Hornepayne,CA,2022-07-22 17:22:30,49.2138,-84.7705,77.74,39,36,11.32
359,Sarab,IR,2022-07-22 17:22:31,38.6066,44.9883,83.52,24,4,6.64
360,Pisco,PE,2022-07-22 17:20:18,-13.7,-76.2167,62.65,77,1,11.5
361,Vallenar,CL,2022-07-22 17:22:32,-28.5708,-70.7581,68.74,52,24,3.44
362,Muli,MV,2022-07-22 17:22:32,2.9167,73.5667,82.67,72,100,15.93
363,Itoman,JP,2022-07-22 17:22:32,26.1247,127.6694,84.97,87,75,10.36
364,Mahajanga,MG,2022-07-22 17:22:33,-15.7167,46.3167,73.42,68,20,0.0
365,Isiro,CD,2022-07-22 17:22:33,2.7739,27.616,70.83,88,52,4.27
366,Labuhan,ID,2022-07-22 17:22:34,-6.8844,112.2051,75.94,81,50,7.02
367,Hare Bay,CA,2022-07-22 17:22:34,48.8499,-54.0148,81.19,37,90,5.73
368,Palana,RU,2022-07-22 17:22:34,59.1167,159.9667,46.27,78,0,4.54
369,Churapcha,RU,2022-07-22 17:22:35,62.0025,132.4325,65.1,87,100,5.73
370,Baruun-Urt,MN,2022-07-22 17:22:35,46.6806,113.2792,61.48,60,100,5.14
371,Boulder City,US,2022-07-22 17:22:36,35.9786,-114.8325,102.92,11,87,8.77
372,Bandarbeyla,SO,2022-07-22 17:23:36,9.4942,50.8122,77.74,80,97,33.11
373,Prescott,US,2022-07-22 17:23:37,34.54,-112.4685,92.37,26,0,5.01
374,Pokrovka,KG,2022-07-22 17:23:37,42.3414,78.0056,68.56,39,0,4.25
375,Otradnyy,RU,2022-07-22 17:23:37,53.376,51.3452,66.87,69,71,2.95
376,Yumen,CN,2022-07-22 17:23:38,40.2833,97.2,78.04,14,0,11.59
377,Shubarshi,KZ,2022-07-22 17:23:38,48.5872,57.1869,77.88,42,89,8.41
378,Pizarro,CO,2022-07-22 17:23:39,4.9533,-77.366,79.09,84,94,5.95
379,Impfondo,CG,2022-07-22 17:23:39,1.6381,18.0667,71.24,98,100,4.32
380,Katobu,ID,2022-07-22 17:23:40,-4.9408,122.5276,72.7,85,18,4.74
381,Haines Junction,CA,2022-07-22 17:23:40,60.7522,-137.5108,49.73,78,100,6.4
382,Zabid,YE,2022-07-22 17:23:41,14.1951,43.3152,93.79,40,74,12.75
383,Egvekinot,RU,2022-07-22 17:23:41,66.3167,-179.1667,38.3,80,97,9.6
384,Arman,RU,2022-07-22 17:23:41,59.7,150.1667,59.02,76,84,2.3
385,Hovd,MN,2022-07-22 17:23:42,48.0056,91.6419,69.76,36,100,8.57
386,Khorramshahr,IR,2022-07-22 17:23:42,30.4397,48.1664,111.16,10,1,6.91
387,Kitimat,CA,2022-07-22 17:23:43,54.0524,-128.6534,62.98,47,98,1.95
388,Otane,NZ,2022-07-22 17:23:43,-39.8833,176.6333,43.47,80,100,2.75
389,Hambantota,LK,2022-07-22 17:23:44,6.1241,81.1185,79.57,81,98,19.95
390,Husavik,IS,2022-07-22 17:23:44,66.0449,-17.3389,51.94,81,63,6.51
391,Thinadhoo,MV,2022-07-22 17:23:44,0.5333,72.9333,82.04,73,100,8.05
392,Derzhavinsk,KZ,2022-07-22 17:23:45,51.1,66.3167,67.01,58,40,9.57
393,Acapulco,MX,2022-07-22 17:22:38,16.8634,-99.8901,87.62,70,100,5.75
394,Salalah,OM,2022-07-22 17:23:45,17.0151,54.0924,77.09,94,75,5.75
395,Gamba,GA,2022-07-22 17:23:46,-2.65,10.0,71.82,79,85,10.09
396,Aksarka,RU,2022-07-22 17:23:46,66.5606,67.7975,47.01,95,100,3.76
397,Nexo,DK,2022-07-22 17:23:47,55.0607,15.1306,64.49,74,16,15.23
398,Sidney,AU,2022-07-22 17:20:05,-33.8679,151.2073,57.27,88,75,13.8
399,El Ejido,ES,2022-07-22 17:23:48,36.7763,-2.8146,85.75,53,5,2.64
400,Kissidougou,GN,2022-07-22 17:23:48,9.1848,-10.0999,78.44,81,90,2.86
401,Clarksburg,US,2022-07-22 17:23:04,39.2807,-80.3445,88.41,57,40,12.66
402,Caravelas,BR,2022-07-22 17:23:49,-17.7125,-39.2481,76.84,69,40,5.88
403,Soyo,AO,2022-07-22 17:23:49,-6.1349,12.3689,70.38,80,83,7.94
404,Plainview,US,2022-07-22 17:23:49,40.7765,-73.4673,95.49,45,20,13.8
405,Ixtapa,MX,2022-07-22 17:23:50,20.7,-105.2,91.22,66,75,5.75
406,Mahibadhoo,MV,2022-07-22 17:19:00,3.7833,72.9667,81.61,73,100,18.72
407,Yulara,AU,2022-07-22 17:23:50,-25.2406,130.9889,59.38,32,90,8.01
408,Alice Springs,AU,2022-07-22 17:19:22,-23.7,133.8833,44.15,53,0,4.61
409,Oranjestad,AW,2022-07-22 17:20:25,12.524,-70.027,87.75,62,40,20.71
410,Casambalangan,PH,2022-07-22 17:23:51,18.3765,122.1274,81.39,84,7,5.61
411,Kawalu,ID,2022-07-22 17:23:52,-7.3817,108.2082,71.53,96,97,1.34
412,Shestakovo,RU,2022-07-22 17:23:53,56.4915,103.96,57.49,89,100,1.14
413,Santa Isabel Do Rio Negro,BR,2022-07-22 17:23:53,-0.4139,-65.0192,81.66,86,84,0.76
414,Peskovka,RU,2022-07-22 17:23:53,59.0448,52.3606,65.17,72,99,3.22
415,Bosaso,SO,2022-07-22 17:23:54,11.2842,49.1816,91.42,46,83,14.09
416,Nadym,RU,2022-07-22 17:23:54,65.5333,72.5167,46.45,93,100,8.81
417,Karratha,AU,2022-07-22 17:23:55,-20.7377,116.8463,70.86,73,1,9.22
418,Wajir,KE,2022-07-22 17:24:55,1.7471,40.0573,84.16,39,75,0.0
419,Zhicheng,CN,2022-07-22 17:24:56,30.2956,111.5047,74.61,94,93,3.09
420,Jorhat,IN,2022-07-22 17:24:56,26.75,94.2167,78.01,88,99,2.26
421,Morristown,US,2022-07-22 17:24:57,36.214,-83.2949,89.37,65,0,4.61
422,Becerril,CO,2022-07-22 17:24:57,9.7041,-73.2793,88.57,62,79,3.42
423,Mayor Pablo Lagerenza,PY,2022-07-22 17:24:58,-19.9309,-60.7718,94.06,20,1,14.97
424,Okato,NZ,2022-07-22 17:24:58,-39.2,173.8833,42.17,74,83,7.0
425,Faanui,PF,2022-07-22 17:24:47,-16.4833,-151.75,77.65,74,13,10.29
426,Beringovskiy,RU,2022-07-22 17:24:59,63.05,179.3167,49.69,68,100,8.57
427,Hirara,JP,2022-07-22 17:24:59,24.8,125.2833,84.72,78,54,12.68
428,Ponta Delgada,PT,2022-07-22 17:25:00,37.7333,-25.6667,72.32,78,20,6.91
429,Aykhal,RU,2022-07-22 17:22:43,66.0,111.5,53.19,84,64,2.39
430,San Rafael,AR,2022-07-22 17:25:00,-34.6177,-68.3301,64.13,22,21,3.36
431,Qarayeri,AZ,2022-07-22 17:25:01,40.7886,46.3066,80.42,44,45,13.33
432,Buta,CD,2022-07-22 17:25:02,2.7858,24.73,71.53,92,99,1.52
433,La Rioja,ES,2022-07-22 17:25:02,42.25,-2.5,69.58,58,100,8.14
434,Sandnessjoen,NO,2022-07-22 17:25:03,66.0217,12.6316,54.12,83,75,5.01
435,Haikou,CN,2022-07-22 17:25:03,20.0458,110.3417,80.73,94,0,4.47
436,Gizo,SB,2022-07-22 17:25:04,-8.103,156.8419,81.5,74,55,5.59
437,Suzun,RU,2022-07-22 17:25:04,53.7841,82.3116,59.0,90,32,7.25
438,Livingston,GB,2022-07-22 17:25:05,55.9029,-3.5226,63.12,77,40,11.5
439,Poum,NC,2022-07-22 17:25:05,-20.2333,164.0167,77.25,90,41,19.39
440,Birjand,IR,2022-07-22 17:25:06,32.8663,59.2211,88.27,8,0,6.91
441,Arrifes,PT,2022-07-22 17:25:06,37.7667,-25.7,70.05,78,20,6.91
442,Rocha,UY,2022-07-22 17:25:06,-34.4833,-54.3333,63.57,71,71,2.17
443,Birao,CF,2022-07-22 17:25:07,10.2849,22.7882,77.54,76,43,4.61
444,Maracacume,BR,2022-07-22 17:25:07,-2.0428,-45.9592,88.81,50,90,3.4
445,South River,US,2022-07-22 17:20:23,40.4465,-74.386,98.26,35,3,1.99
446,Skibbereen,IE,2022-07-22 17:25:08,51.55,-9.2667,62.11,96,99,8.77
447,Chapais,CA,2022-07-22 17:25:08,49.7834,-74.8492,71.11,58,49,12.57
448,Morris,US,2022-07-22 17:25:09,40.8334,-74.5329,94.21,45,40,11.5
449,Waipawa,NZ,2022-07-22 17:22:55,-41.4122,175.5153,39.51,74,44,4.0
450,Ubinskoye,RU,2022-07-22 17:25:09,55.3068,79.6802,55.4,95,45,7.2
451,Victor Harbor,AU,2022-07-22 17:25:10,-35.5667,138.6167,55.69,89,100,10.98
452,Nemuro,JP,2022-07-22 17:25:10,43.3236,145.575,59.68,92,100,6.98
453,Naryan-Mar,RU,2022-07-22 17:25:11,67.6713,53.087,53.1,60,63,8.93
454,Cabrero,CL,2022-07-22 17:25:11,-37.0333,-72.4,58.95,73,90,4.36
455,Urdoma,RU,2022-07-22 17:25:12,61.7533,48.5442,65.7,63,77,4.5
456,Laibin,CN,2022-07-22 17:25:12,23.7,109.2667,80.49,80,6,4.9
457,Liverpool,GB,2022-07-22 17:24:03,53.4106,-2.9779,66.74,89,100,4.61
458,Quatre Cocos,MU,2022-07-22 17:25:13,-20.2078,57.7625,69.91,76,46,17.31
459,Pacifica,US,2022-07-22 17:25:13,37.6138,-122.4869,75.67,88,20,13.8
460,Naze,JP,2022-07-22 17:25:14,28.3667,129.4833,77.92,85,68,7.43
461,Atasu,KZ,2022-07-22 17:25:14,48.6814,71.6433,72.03,32,89,7.52
462,Tarko-Sale,RU,2022-07-22 17:25:15,64.9225,77.785,51.91,66,100,9.37
463,Minab,IR,2022-07-22 17:25:15,27.1467,57.0801,91.72,62,88,6.91
464,Grand-Lahou,CI,2022-07-22 17:26:16,5.1367,-5.0242,78.71,66,96,7.0
465,Emerald,AU,2022-07-22 17:26:16,-23.5333,148.1667,53.35,83,60,10.76
466,Boyolangu,ID,2022-07-22 17:26:17,-8.1181,111.8935,72.5,89,58,2.75
467,Ballina,AU,2022-07-22 17:26:17,-28.8667,153.5667,60.01,96,99,23.33
468,Los Llanos De Aridane,ES,2022-07-22 17:26:18,28.6585,-17.9182,71.35,73,20,18.41
469,Talcahuano,CL,2022-07-22 17:26:19,-36.7167,-73.1167,53.28,94,100,2.3
470,Guarapuava,BR,2022-07-22 17:26:19,-25.3953,-51.4581,72.18,44,52,5.44
471,Butembo,CD,2022-07-22 17:26:20,0.15,29.2833,65.07,60,88,2.57
472,Nieuw Amsterdam,SR,2022-07-22 17:26:20,5.8833,-55.0833,88.14,71,40,11.5
473,San Patricio,US,2022-07-22 17:26:21,28.017,-97.5169,94.15,41,92,14.14
474,Finschhafen,PG,2022-07-22 17:23:12,-6.6024,147.8681,78.62,81,3,4.05
475,Faya,SA,2022-07-22 17:26:21,18.3851,42.4509,69.91,48,34,5.82
476,Tateyama,JP,2022-07-22 17:26:22,34.9833,139.8667,79.11,82,3,18.32
477,Lazaro Cardenas,MX,2022-07-22 17:25:30,17.9583,-102.2,85.1,69,99,5.61
478,San Cristobal,VE,2022-07-22 17:22:52,7.7669,-72.225,82.58,43,100,8.23
479,Queimadas,BR,2022-07-22 17:26:23,-10.9783,-39.6264,80.89,48,94,9.82
480,Alexandria,EG,2022-07-22 17:21:47,31.2156,29.9553,81.14,65,0,12.66
481,Isangel,VU,2022-07-22 17:26:23,-19.55,169.2667,75.92,87,100,10.51
482,Riwaka,NZ,2022-07-22 17:26:24,-41.0833,173.0,40.01,82,12,3.94
483,Kuala Terengganu,MY,2022-07-22 17:21:56,5.3302,103.1408,78.75,100,40,0.0
484,Spring Hill,US,2022-07-22 17:26:25,28.4769,-82.5255,93.85,59,20,6.91
485,Pishin,PK,2022-07-22 17:26:25,30.5803,66.9961,88.77,28,65,8.5
486,Hervey Bay,AU,2022-07-22 17:26:25,-25.2986,152.8535,63.21,83,95,20.78
487,Tabas,IR,2022-07-22 17:26:26,33.5959,56.9244,99.43,8,0,10.36
488,Brattvag,NO,2022-07-22 17:26:26,62.6002,6.4434,60.69,77,40,16.11
489,Oussouye,SN,2022-07-22 17:26:27,12.485,-16.5469,82.49,79,100,9.69
490,Pimentel,PE,2022-07-22 17:26:18,-6.8367,-79.9342,70.09,60,20,10.36
491,Kichera,RU,2022-07-22 17:26:27,55.9375,110.0997,65.68,84,100,7.25
492,Dudinka,RU,2022-07-22 17:26:28,69.4058,86.1778,67.62,68,72,8.19
493,Doha,QA,2022-07-22 17:26:28,25.2867,51.5333,98.91,75,50,9.22
494,Baculin,PH,2022-07-22 17:26:29,7.4525,126.5842,77.59,89,71,3.56
495,Lorengau,PG,2022-07-22 17:26:29,-2.0226,147.2712,81.64,80,88,7.29
496,Homer,US,2022-07-22 17:26:29,59.6425,-151.5483,53.47,82,0,8.01
497,North Bend,US,2022-07-22 17:26:30,43.4065,-124.2243,66.92,85,75,9.22
498,Taldan,RU,2022-07-22 17:26:30,53.6667,124.8,59.58,86,14,2.84
499,Birecik,TR,2022-07-22 17:26:31,37.0294,37.9903,90.61,12,0,13.29
500,Condega,NI,2022-07-22 17:26:31,13.365,-86.3985,70.18,99,100,3.85
501,Yerofey Pavlovich,RU,2022-07-22 17:26:31,53.9667,121.9667,62.04,96,75,4.03
502,Gilbues,BR,2022-07-22 17:26:32,-9.8317,-45.3439,91.92,21,2,5.95
503,Rangpo,IN,2022-07-22 17:26:32,27.1833,88.5333,77.38,92,94,2.75
504,Fernley,US,2022-07-22 17:21:50,39.608,-119.2518,87.04,9,0,4.0
505,Zhigansk,RU,2022-07-22 17:26:33,66.7697,123.3711,51.93,94,97,7.78
506,Harper,LR,2022-07-22 17:26:34,4.375,-7.7169,79.16,62,45,7.81
507,Machaneng,BW,2022-07-22 17:27:34,-23.1862,27.4886,69.67,36,65,10.02
508,Naberera,TZ,2022-07-22 17:27:34,-4.2,36.9333,61.02,67,25,15.77
509,Russell,US,2022-07-22 17:27:35,32.3502,-85.1999,88.88,66,0,4.61
510,Hay River,CA,2022-07-22 17:27:35,60.8156,-115.7999,60.67,70,42,7.74
511,Tarragona,ES,2022-07-22 17:24:55,41.129,1.249,90.34,50,0,9.22
512,Vestmannaeyjar,IS,2022-07-22 17:27:36,63.4427,-20.2734,50.99,93,100,10.36
513,Dengzhou,CN,2022-07-22 17:24:03,37.8086,120.7508,75.34,78,100,5.23
514,Abonnema,NG,2022-07-22 17:27:37,4.7084,6.7931,78.46,80,99,10.2
515,Carmelo,UY,2022-07-22 17:27:37,-33.9892,-58.2856,64.15,64,0,7.07
516,Amapa,BR,2022-07-22 17:27:38,1.0,-52.0,88.79,50,45,3.69
517,Ayagoz,KZ,2022-07-22 17:27:38,47.9714,80.4392,71.46,34,100,11.05
518,Upata,VE,2022-07-22 17:27:38,8.0086,-62.3989,86.2,50,78,7.83
519,Marzuq,YE,2022-07-22 17:27:39,14.4,46.4667,80.56,54,14,10.6
520,Jinchang,CN,2022-07-22 17:27:39,38.4953,102.1739,73.13,30,17,7.49
521,Bairiki,KI,2022-07-22 17:27:40,1.3292,172.9752,80.6,83,40,5.75
522,Kuliyapitiya,LK,2022-07-22 17:27:40,7.4688,80.0401,80.28,91,100,7.0
523,Curup,ID,2022-07-22 17:27:41,-3.4667,102.5333,68.56,98,97,4.05
524,Margate,GB,2022-07-22 17:24:28,51.3813,1.3862,68.31,76,100,3.0
525,Pitea,SE,2022-07-22 17:27:42,65.3172,21.4794,68.09,43,100,8.3
526,Evensk,RU,2022-07-22 17:27:42,61.95,159.2333,53.22,48,1,6.06
527,Wanaka,NZ,2022-07-22 17:27:43,-44.7,169.15,22.32,92,15,2.71
528,Chulman,RU,2022-07-22 17:27:43,56.8479,124.9104,60.42,85,39,3.71
529,Tabou,CI,2022-07-22 17:26:34,4.423,-7.3528,79.0,63,31,7.45
530,Khandyga,RU,2022-07-22 17:27:44,62.6667,135.6,63.64,94,99,2.44
531,Adrar,MR,2022-07-22 17:27:44,20.5022,-10.0711,98.38,28,59,3.0
532,Askino,RU,2022-07-22 17:27:45,56.0901,56.5783,61.38,86,17,4.36
533,Murray Bridge,AU,2022-07-22 17:27:45,-35.1167,139.2667,58.12,89,100,8.3
534,Starkville,US,2022-07-22 17:26:08,33.4504,-88.8184,87.67,70,0,9.22
535,Empangeni,ZA,2022-07-22 17:27:46,-28.762,31.8933,66.29,79,0,9.1
536,Kikwit,CD,2022-07-22 17:25:53,-5.041,18.8162,86.59,34,99,2.98
537,Avera,US,2022-07-22 17:27:46,33.194,-82.5271,87.31,56,100,7.31
538,Mehran,IR,2022-07-22 17:27:47,33.1222,46.1646,102.15,10,0,12.86
539,Tongzi,CN,2022-07-22 17:27:47,28.7829,105.0877,67.42,92,100,1.97
540,Tikrit,IQ,2022-07-22 17:27:48,34.6071,43.6782,97.88,12,0,11.1
541,Colares,PT,2022-07-22 17:27:48,38.7992,-9.4469,89.28,54,20,18.41
542,Ordynskoye,RU,2022-07-22 17:27:48,54.3656,81.8994,57.16,97,70,8.77
543,Crnomelj,SI,2022-07-22 17:27:49,45.5711,15.1889,95.0,48,1,1.1
544,Namatanai,PG,2022-07-22 17:23:11,-3.6667,152.4333,78.76,82,98,6.17
545,Mashhad,IR,2022-07-22 17:27:50,36.297,59.6062,89.74,33,0,4.61
546,Tibati,CM,2022-07-22 17:27:50,6.4667,12.6333,67.42,98,100,3.36
547,Melivoia,GR,2022-07-22 17:27:51,39.75,22.8,88.18,41,0,5.55
548,Dzaoudzi,YT,2022-07-22 17:27:51,-12.7887,45.2699,75.09,78,75,4.61
549,East Wenatchee,US,2022-07-22 17:27:51,47.4157,-120.2931,83.23,37,0,18.41
550,Quijingue,BR,2022-07-22 17:27:52,-10.7525,-39.2092,85.35,32,100,10.27
551,Zhanakorgan,KZ,2022-07-22 17:27:52,43.9098,67.2495,95.45,16,0,11.97
